Virus	Length	Genes	Viral_Genes	Host_Genes	Provirus	Group	Hallmark_Genes	Viral_Family	Vibrant	Host_MAG	Host_Class
D4_1175412||	5575	15	4	7	Yes	dsDNAphage	4	Siphoviridae	Yes	None	None
D3_3384203||	5574	5	3	0	No	dsDNAphage	3	Unknown	Yes	00022-contigs	Bacteroidia
D2_7111770||	5572	2	2	0	No	dsDNAphage	2	Unknown	No	00004-contigs	Bacteroidia
D2_7907128||	5570	3	0	2	No	ssDNA	0	Unknown	No	None	None
D2_7188056||	5569	11	6	0	No	dsDNAphage	2	Myoviridae	Yes	00002-contigs	Gammaproteobacteria
D3_2144583||	5568	11	1	0	No	dsDNAphage	2	Unknown	Yes	00014-contigs	Bacteroidia
D3_5926213||	5568	5	3	0	No	dsDNAphage	3	Unknown	Yes	None	None
D4_4297986||	5568	9	1	0	No	dsDNAphage	1	Unknown	Yes	00010-contigs	Bacteroidia
D4_4440950||	5567	11	1	0	No	dsDNAphage	1	Unknown	Yes	00010-contigs	Bacteroidia
D2_3469966||	5565	9	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_937993||	5565	8	3	0	No	dsDNAphage	3	Unknown	Yes	00016-contigs	Cyanobacteriia
D4_1025193||	5565	8	3	0	No	dsDNAphage	2	Unknown	Yes	None	None
D3_4920448||	5564	12	2	0	No	dsDNAphage	0	Podoviridae	Yes	00039-contigs	Cyanobacteriia
D2_11940||	5562	7	2	0	No	dsDNAphage	0	Unknown	Yes	00004-contigs	Bacteroidia
D4_2106060||	5562	21	0	0	No	dsDNAphage	0	Unknown	Yes	00003-contigs	Bacteroidia
D4_6077371||	5562	10	3	0	No	dsDNAphage	0	Autographiviridae	Yes	00028-contigs	Bacteroidia
D3_5944858||	5561	14	2	0	No	dsDNAphage	1	Unknown	Yes	None	None
D4_6011120||	5560	11	5	0	No	dsDNAphage	1	Unknown	Yes	00010-contigs	Bacteroidia
D4_688543||	5560	6	0	0	No	dsDNAphage	0	Unknown	Yes	00056-contigs	Cyanobacteriia
D2_3076513||	5559	14	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_2482968||	5558	14	0	0	No	dsDNAphage	0	Unknown	Yes	00014-contigs	Cyanobacteriia
D1_3122963||	5558	5	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_2452247||	5556	5	2	0	No	dsDNAphage	2	Unknown	Yes	None	None
D3_8084141||	5555	11	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_3191899||	5553	7	1	0	No	dsDNAphage	0	Siphoviridae	Yes	None	None
D3_3094392||	5552	7	0	0	No	dsDNAphage	2	Unknown	No	00048-contigs	Cyanobacteriia
D3_4720222||	5552	15	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_989101||	5552	7	4	0	No	dsDNAphage	3	Unknown	Yes	None	None
D3_375604||	5550	8	0	0	No	dsDNAphage	0	Unknown	Yes	00011-contigs	Bacteroidia
D1_3599442||	5549	6	1	0	No	dsDNAphage	2	Unknown	Yes	None	None
D4_5513065||	5548	11	2	0	No	dsDNAphage	0	Unknown	Yes	00005-contigs	Bacteroidia
D1_5184314||	5547	8	2	0	No	dsDNAphage	0	Myoviridae	Yes	None	None
D1_2539_length_5545_cov_19.091740_g915_i0||	5545	1	1	0	No	RNA	1	Unknown	No	None	None
D2_3105499||	5543	5	0	0	No	dsDNAphage	0	Unknown	Yes	00054-contigs	Bacteroidia
D4_915124||	5540	7	0	0	No	dsDNAphage	0	Unknown	Yes	00041-contigs	Alphaproteobacteria
D3_3137814||	5537	7	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_3622084||	5537	7	2	0	No	dsDNAphage	0	Unknown	Yes	00018-contigs	Alphaproteobacteria
D2_2061_length_5535_cov_69.756499_g791_i0||	5535	1	1	0	No	RNA	1	Unknown	No	00002-contigs	Gammaproteobacteria
D2_7124496||	5534	10	0	0	No	dsDNAphage	0	Unknown	Yes	00021-contigs	Bacteroidia
D3_2106987||	5534	5	3	0	No	dsDNAphage	2	Unknown	Yes	00027-contigs	Bacteroidia
D3_1794424||	5530	7	1	4	No	dsDNAphage	2	Unknown	No	None	None
D4_723803||	5522	8	4	0	No	dsDNAphage	3	Unknown	Yes	None	None
D4_1225952||	5521	6	4	0	No	dsDNAphage	2	Unknown	Yes	00010-contigs	Bacteroidia
D2_4174564||	5520	8	3	0	No	dsDNAphage	0	Podoviridae	Yes	00056-contigs	Gammaproteobacteria
D1_3428003||	5518	11	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_4331535||	5518	6	3	0	No	dsDNAphage	2	Unknown	Yes	None	None
D1_952998||	5517	13	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_5592191||	5515	7	4	0	No	dsDNAphage	3	Unknown	Yes	None	None
D2_7305016||	5515	11	3	0	No	dsDNAphage	1	Unknown	Yes	00002-contigs	Gammaproteobacteria
D3_1704732||	5515	7	1	0	No	dsDNAphage	0	Unknown	Yes	00005-contigs	Bacteroidia
D3_6139228||	5515	7	2	0	No	dsDNAphage	0	Unknown	Yes	00039-contigs	Cyanobacteriia
D1_5205860||	5513	8	1	0	No	dsDNAphage	1	Siphoviridae	Yes	None	None
D2_3946488||	5513	7	2	0	No	dsDNAphage	4	Unknown	Yes	00011-contigs	Alphaproteobacteria
D4_2423989||	5512	7	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D1_187296||	5510	10	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_3466548||	5506	4	0	0	No	dsDNAphage	0	Unknown	Yes	00073-contigs	Alphaproteobacteria
D1_4986817||	5504	10	2	0	No	dsDNAphage	2	Unknown	Yes	None	None
D3_1693793||	5504	8	1	0	No	dsDNAphage	0	Unknown	Yes	00005-contigs	Bacteroidia
D2_7725602||	5503	5	0	0	No	dsDNAphage	0	Unknown	Yes	00056-contigs	Gammaproteobacteria
D4_266189||	5500	5	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_860680||	5500	1	0	0	No	dsDNAphage	1	Unknown	No	00020-contigs	Cyanobacteriia
D2_7422673||	5499	7	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D3_1264881||	5499	8	3	0	No	dsDNAphage	2	Myoviridae	Yes	00018-contigs	Alphaproteobacteria
D3_7102901||	5498	6	5	0	No	dsDNAphage	3	Unknown	Yes	00048-contigs	Cyanobacteriia
D2_3407305||	5496	11	2	1	No	dsDNAphage	0	Unknown	Yes	None	None
D3_2030599||	5495	10	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_4164049||	5495	9	1	0	No	dsDNAphage	1	Unknown	Yes	00032-contigs	Cyanobacteriia
D2_5023799||	5494	4	1	0	No	dsDNAphage	2	Myoviridae	Yes	00062-contigs	Gammaproteobacteria
D1_3946205||	5493	9	0	0	No	dsDNAphage	1	Unknown	Yes	None	None
D2_4072942||	5493	7	0	0	No	dsDNAphage	0	Siphoviridae	Yes	None	None
D2_4502079||	5492	7	0	0	No	dsDNAphage	0	Unknown	Yes	00020-contigs	Cyanobacteriia
D1_2163517||	5491	10	3	0	No	dsDNAphage	2	Siphoviridae	Yes	00036-contigs	Alphaproteobacteria
D4_5713184||	5490	9	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D1_183540||	5489	8	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_6596537||	5489	7	7	0	No	dsDNAphage	2	Podoviridae	Yes	None	None
D2_4615656||	5488	6	4	0	No	dsDNAphage	1	Unknown	Yes	None	None
D2_2891810||	5487	12	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_4748091||	5486	7	1	0	No	dsDNAphage	0	Myoviridae	Yes	None	None
D3_3553799||	5483	6	1	0	No	dsDNAphage	1	Unknown	Yes	00036-contigs	Gammaproteobacteria
D4_1363829||	5481	2	1	0	No	dsDNAphage	1	Unknown	No	00032-contigs	Cyanobacteriia
D3_2352960||	5478	7	2	0	No	dsDNAphage	0	Unknown	Yes	00039-contigs	Cyanobacteriia
D3_5280645||	5478	7	6	0	No	dsDNAphage	5	Unknown	Yes	00058-contigs	Alphaproteobacteria
D3_2420974||	5477	13	2	0	No	dsDNAphage	0	Unknown	Yes	00039-contigs	Cyanobacteriia
D4_3825479||	5477	7	1	0	No	dsDNAphage	1	Unknown	Yes	00010-contigs	Bacteroidia
D3_1324974||	5476	7	0	0	No	dsDNAphage	0	Unknown	Yes	00039-contigs	Cyanobacteriia
D3_1468033||	5476	4	2	0	No	dsDNAphage	1	Unknown	Yes	00076-contigs	Cyanobacteriia
D1_431101||	5475	4	3	0	No	dsDNAphage	0	Unknown	Yes	00014-contigs	Cyanobacteriia
D3_7637853||	5475	3	0	0	No	dsDNAphage	1	Unknown	No	None	None
D4_4725720||	5475	10	0	0	No	dsDNAphage	0	Unknown	Yes	00028-contigs	Bacteroidia
D1_4962432||	5474	4	0	0	No	dsDNAphage	0	Unknown	Yes	00005-contigs	Bacteroidia
D3_6943793||	5474	5	0	0	No	dsDNAphage	1	Unknown	Yes	00064-contigs	Cyanobacteriia
D1_5364306||	5472	6	4	0	No	dsDNAphage	1	Unknown	Yes	None	None
D2_4197760||	5472	5	0	0	No	dsDNAphage	2	Myoviridae	Yes	None	None
D2_6272348||	5469	5	1	0	No	dsDNAphage	1	Unknown	Yes	00020-contigs	Cyanobacteriia
D2_3648362||	5466	7	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_4758407||	5466	6	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_2655735||	5462	6	3	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_6897762||	5462	9	1	0	No	ssDNA	0	Unknown	Yes	00018-contigs	Bacteroidia
D3_4112501||	5461	11	2	0	No	dsDNAphage	0	Podoviridae	Yes	None	None
D3_4954630||	5461	18	1	0	No	dsDNAphage	0	Siphoviridae	Yes	None	None
D2_455878||	5457	7	2	0	No	dsDNAphage	1	Unknown	Yes	None	None
D3_2809558||	5457	7	1	0	No	dsDNAphage	2	Unknown	Yes	None	None
D3_5952217||	5457	10	3	0	No	dsDNAphage	0	Unknown	Yes	00005-contigs	Bacteroidia
D1_741213||	5455	8	4	0	No	dsDNAphage	3	Myoviridae	Yes	None	None
D3_5324023||	5452	10	7	0	No	dsDNAphage	5	Siphoviridae	Yes	None	None
D1_5107425||	5450	6	2	0	No	dsDNAphage	1	Unknown	Yes	None	None
D3_7705382||	5450	3	0	0	No	ssDNA	0	Unknown	No	None	None
D3_9484813||	5450	5	2	1	No	dsDNAphage	1	Unknown	Yes	00005-contigs	Bacteroidia
D1_960558||	5449	3	2	0	No	dsDNAphage	2	Siphoviridae	No	None	None
D3_1125721||	5449	7	1	0	No	dsDNAphage	0	Unknown	Yes	00011-contigs	Bacteroidia
D2_5443497||	5446	5	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D2_2085473||	5444	5	1	0	No	dsDNAphage	0	Unknown	Yes	00021-contigs	Bacteroidia
D3_6459658||	5444	9	1	0	No	dsDNAphage	1	Unknown	Yes	00027-contigs	Bacteroidia
D3_9892749||	5444	6	1	0	No	dsDNAphage	0	Unknown	Yes	00008-contigs	Alphaproteobacteria
D3_5099150||	5443	10	7	0	No	dsDNAphage	2	Unknown	Yes	00064-contigs	Cyanobacteriia
D1_221291||	5442	7	1	0	No	dsDNAphage	0	Unknown	Yes	00015-contigs	Bacteroidia
D3_4885492||	5442	9	1	0	No	ssDNA	0	Unknown	Yes	None	None
D3_4060081||	5441	3	1	0	No	dsDNAphage	0	Unknown	No	None	None
D1_2793931||	5440	12	2	0	No	dsDNAphage	1	Unknown	Yes	None	None
D2_4446819||	5439	9	0	0	No	dsDNAphage	2	Unknown	Yes	None	None
D2_6070015||	5439	11	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_10028556||	5439	13	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_1936620||	5438	8	0	0	No	dsDNAphage	1	Unknown	Yes	None	None
D3_914291||	5435	14	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_1118656||	5434	9	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_3089872||	5434	13	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_4834899||	5434	11	1	0	No	dsDNAphage	0	Unknown	Yes	00036-contigs	Gammaproteobacteria
D4_5096001||	5431	8	8	0	No	ssDNA	1	Microviridae	Yes	None	None
D3_3107324||	5426	8	1	0	No	dsDNAphage	1	Unknown	Yes	00075-contigs	Proteobacteria
D2_1294019||	5425	5	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D3_1472121||	5424	11	2	0	No	dsDNAphage	0	Unknown	Yes	00053-contigs	Alphaproteobacteria
D2_3357724||	5423	6	4	0	No	dsDNAphage	1	Siphoviridae	Yes	None	None
D4_5872158||	5423	11	5	0	No	dsDNAphage	5	Myoviridae	Yes	None	None
D1_480316||	5420	9	1	1	Yes	dsDNAphage	3	Myoviridae	Yes	None	None
D4_3067420||	5420	15	2	0	No	dsDNAphage	0	Unknown	Yes	00020-contigs	Cyanobacteriia
D4_4559897||	5420	3	0	0	No	dsDNAphage	1	Unknown	No	00043-contigs	Verrucomicrobiae
D1_3933520||	5418	8	2	0	No	dsDNAphage	2	Unknown	Yes	None	None
D4_4795366||	5417	16	5	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_3222716||	5416	18	0	0	No	dsDNAphage	0	Unknown	Yes	00020-contigs	Cyanobacteriia
D2_74825||	5415	9	0	0	No	dsDNAphage	0	Unknown	Yes	00020-contigs	Cyanobacteriia
D3_9446518||	5415	6	2	0	No	dsDNAphage	3	Myoviridae	Yes	00039-contigs	Cyanobacteriia
D1_3024848||	5414	10	2	0	No	dsDNAphage	0	Unknown	Yes	00030-contigs	Alphaproteobacteria
D3_7887145||	5413	4	0	0	No	dsDNAphage	0	Unknown	Yes	00005-contigs	Bacteroidia
D2_974554||	5412	7	1	0	No	dsDNAphage	0	Unknown	Yes	00021-contigs	Bacteroidia
D1_4044550||	5411	3	0	0	No	dsDNAphage	0	Unknown	No	00038-contigs	Verrucomicrobiae
D2_4306251||	5411	10	3	0	No	ssDNA	0	Unknown	Yes	00034-contigs	Gammaproteobacteria
D3_4187286||	5411	9	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_5538481||	5409	4	0	0	No	dsDNAphage	2	Unknown	Yes	None	None
D3_2641522||	5409	7	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D1_1899841||	5408	8	2	0	No	dsDNAphage	2	Unknown	Yes	00027-contigs	Alphaproteobacteria
D2_2150_length_5408_cov_113.459981_g826_i1||	5408	6	0	0	No	RNA	0	Unknown	Yes	None	None
D3_1573063||	5408	10	2	0	No	dsDNAphage	0	Unknown	Yes	00039-contigs	Cyanobacteriia
D2_52300||	5407	2	0	0	No	ssDNA	0	Unknown	No	00020-contigs	Cyanobacteriia
D2_3617001||	5406	7	0	0	No	dsDNAphage	0	Unknown	Yes	00026-contigs	UBA11346
D3_206038||	5405	9	1	0	No	ssDNA	0	Unknown	Yes	00060-contigs	Verrucomicrobiae
D3_5164474||	5403	4	0	0	No	dsDNAphage	0	Unknown	Yes	00064-contigs	Cyanobacteriia
D4_2887155||	5399	12	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_5045264||	5398	14	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_10054784||	5397	6	2	0	No	dsDNAphage	2	Siphoviridae	Yes	00039-contigs	Cyanobacteriia
D3_3577532||	5396	9	1	0	No	dsDNAphage	1	Unknown	Yes	00039-contigs	Cyanobacteriia
D3_7585820||	5396	4	1	0	No	dsDNAphage	2	Siphoviridae	Yes	None	None
D3_7380040||	5395	3	1	0	No	ssDNA	0	Siphoviridae	No	00040-contigs	Gammaproteobacteria
D4_825_length_5394_cov_800.179853_g390_i0||	5394	1	1	0	No	RNA	1	Unknown	No	00010-contigs	Bacteroidia
D4_4686724||	5393	10	1	0	No	dsDNAphage	3	Unknown	Yes	00037-contigs	Bacteroidia
D1_1399808||	5392	6	3	0	No	dsDNAphage	3	Unknown	Yes	None	None
D2_5914170||	5392	6	0	0	No	dsDNAphage	1	Unknown	Yes	None	None
D3_3225645||	5392	6	0	0	No	dsDNAphage	0	Unknown	Yes	00048-contigs	Cyanobacteriia
D3_6532101||	5392	4	1	1	Yes	dsDNAphage	0	Unknown	No	00039-contigs	Cyanobacteriia
D4_3854196||	5392	16	2	0	No	dsDNAphage	1	Unknown	Yes	00020-contigs	Cyanobacteriia
D3_10028356||	5387	4	0	0	No	ssDNA	0	Unknown	Yes	00018-contigs	Alphaproteobacteria
D3_9276149||	5387	5	1	0	No	dsDNAphage	2	Unknown	Yes	None	None
D4_5685935||	5387	10	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_943742||	5386	7	2	0	No	dsDNAphage	0	Unknown	Yes	00009-contigs	Gammaproteobacteria
D2_1944709||	5385	6	0	0	No	dsDNAphage	0	Myoviridae	Yes	None	None
D1_4993469||	5381	3	1	0	No	dsDNAphage	1	Unknown	No	None	None
D4_2605353||	5381	6	0	0	No	dsDNAphage	0	Unknown	Yes	00020-contigs	Cyanobacteriia
D1_472922||	5380	4	3	0	No	dsDNAphage	2	Unknown	Yes	00014-contigs	Cyanobacteriia
D3_5619512||	5379	6	1	0	No	dsDNAphage	1	Unknown	Yes	00036-contigs	Gammaproteobacteria
D2_6057213||	5376	7	4	0	No	dsDNAphage	3	Siphoviridae	Yes	None	None
D3_5680345||	5376	13	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_7876699||	5376	8	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_1732744||	5374	10	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_5463539||	5374	9	1	0	No	dsDNAphage	2	Unknown	Yes	None	None
D4_3033112||	5373	10	0	0	No	dsDNAphage	1	Unknown	Yes	None	None
D1_3764293||	5368	9	1	1	Yes	dsDNAphage	1	Unknown	Yes	None	None
D1_5705585||	5368	6	0	0	No	ssDNA	0	Myoviridae	Yes	00047-contigs	Gammaproteobacteria
D2_1637611||	5366	7	4	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_4177763||	5365	4	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_3213945||	5365	7	2	0	No	dsDNAphage	2	Unknown	Yes	None	None
D2_6542582||	5364	7	0	0	No	ssDNA	1	Unknown	Yes	None	None
D1_3028941||	5361	7	2	0	No	dsDNAphage	3	Siphoviridae	Yes	None	None
D3_477571||	5361	6	6	0	No	dsDNAphage	2	Podoviridae	Yes	None	None
D4_4628453||	5358	10	5	0	No	dsDNAphage	0	Unknown	Yes	00028-contigs	Bacteroidia
D2_5294098||	5357	8	0	0	No	dsDNAphage	0	Unknown	Yes	00011-contigs	Alphaproteobacteria
D2_6763661||	5356	9	1	1	No	dsDNAphage	0	Myoviridae	Yes	00020-contigs	Cyanobacteriia
D1_6121694||	5355	6	3	0	No	dsDNAphage	3	Unknown	Yes	00014-contigs	Cyanobacteriia
D3_3172341||	5355	6	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_5922420||	5354	10	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_861697||	5352	7	1	0	No	dsDNAphage	0	Unknown	Yes	00056-contigs	Cyanobacteriia
D2_6209074||	5351	7	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_1044284||	5349	6	6	0	No	dsDNAphage	2	Unknown	Yes	None	None
D3_8629608||	5346	6	2	0	No	dsDNAphage	1	Siphoviridae	Yes	00027-contigs	Bacteroidia
D3_4246009||	5345	3	0	0	No	dsDNAphage	1	Unknown	No	00005-contigs	Bacteroidia
D3_4069077||	5343	16	1	0	No	dsDNAphage	0	Unknown	Yes	00027-contigs	Bacteroidia
D3_2171924||	5342	7	3	0	No	dsDNAphage	5	Unknown	Yes	None	None
D3_956711||	5342	6	3	0	No	dsDNAphage	1	Podoviridae	Yes	00039-contigs	Cyanobacteriia
D3_3452349||	5340	10	5	1	No	dsDNAphage	2	Unknown	Yes	None	None
D3_5677641||	5339	8	7	0	No	dsDNAphage	0	Autographiviridae	Yes	None	None
D2_2754534||	5338	6	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_1968423||	5337	11	1	1	No	dsDNAphage	0	Unknown	Yes	None	None
D4_3127896||	5337	10	2	0	No	dsDNAphage	0	Unknown	Yes	00020-contigs	Cyanobacteriia
D4_1754643||	5336	4	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_1541069||	5335	7	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_6880435||	5332	6	2	0	No	dsDNAphage	2	Myoviridae	Yes	00064-contigs	Cyanobacteriia
D4_3409349||	5332	6	1	0	No	ssDNA	0	Unknown	Yes	00005-contigs	Bacteroidia
D3_2096675||	5331	6	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_4847814||	5330	5	4	0	No	dsDNAphage	0	Siphoviridae	Yes	None	None
D1_4892650||	5328	10	0	0	No	ssDNA	0	Unknown	Yes	00014-contigs	Cyanobacteriia
D4_1958371||	5328	9	4	1	Yes	dsDNAphage	4	Unknown	Yes	00020-contigs	Cyanobacteriia
D3_7048361||	5327	5	0	0	No	dsDNAphage	0	Unknown	Yes	00076-contigs	Cyanobacteriia
D3_729747||	5327	12	7	0	No	dsDNAphage	5	Siphoviridae	Yes	None	None
D4_576532||	5327	9	6	0	No	dsDNAphage	2	Unknown	Yes	None	None
D1_6102858||	5326	5	0	0	No	dsDNAphage	0	Unknown	Yes	00014-contigs	Cyanobacteriia
D1_5191156||	5325	8	1	0	No	dsDNAphage	0	Siphoviridae	Yes	None	None
D1_5299696||	5325	7	1	0	No	dsDNAphage	1	Unknown	Yes	00014-contigs	Cyanobacteriia
D3_8025936||	5325	15	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_130468||	5321	8	3	0	No	dsDNAphage	1	Unknown	Yes	None	None
D3_1581871||	5321	5	2	0	No	dsDNAphage	1	Unknown	Yes	None	None
D1_734862||	5319	8	1	0	No	dsDNAphage	2	Unknown	Yes	00013-contigs	UBA11346
D3_3648909||	5317	3	0	0	No	ssDNA	0	Unknown	No	00065-contigs	Gammaproteobacteria
D3_4420175||	5317	7	1	0	No	dsDNAphage	3	Unknown	Yes	00005-contigs	Bacteroidia
D2_8314557||	5315	11	3	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_530262||	5315	8	2	0	No	dsDNAphage	2	Unknown	Yes	None	None
D3_6135165||	5314	2	0	0	No	ssDNA	0	Unknown	No	00039-contigs	Cyanobacteriia
D1_1767476||	5312	5	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_295140||	5312	5	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_3110457||	5312	10	0	0	No	dsDNAphage	0	Unknown	Yes	00027-contigs	Gammaproteobacteria
D2_1204949||	5306	5	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_195675||	5305	7	2	1	Yes	dsDNAphage	0	Unknown	Yes	None	None
D2_6323448||	5303	11	0	2	No	dsDNAphage	1	Unknown	Yes	None	None
D3_3133829||	5303	7	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_6069864||	5302	4	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_3991124||	5301	9	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_661126||	5300	11	5	0	No	dsDNAphage	1	Unknown	Yes	None	None
D1_1104356||	5298	3	1	0	No	dsDNAphage	0	Unknown	No	None	None
D1_3972312||	5298	11	2	0	No	dsDNAphage	0	Unknown	Yes	00014-contigs	Cyanobacteriia
D1_2053237||	5296	7	2	0	No	dsDNAphage	2	Unknown	Yes	00023-contigs	Alphaproteobacteria
D2_774556||	5296	6	0	0	No	dsDNAphage	0	Unknown	Yes	00004-contigs	Bacteroidia
D1_2634702||	5295	9	7	0	No	dsDNAphage	4	Siphoviridae	Yes	00047-contigs	Gammaproteobacteria
D1_1918739||	5291	8	5	0	No	dsDNAphage	1	Unknown	Yes	None	None
D1_4106073||	5291	8	1	0	No	dsDNAphage	2	Unknown	Yes	00033-contigs	Bacteroidia
D2_7407236||	5291	6	0	0	No	dsDNAphage	1	Unknown	Yes	None	None
D3_7293302||	5291	3	0	3	No	ssDNA	0	Unknown	No	00005-contigs	Bacteroidia
D3_7953029||	5287	4	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_3219646||	5283	21	1	0	No	dsDNAphage	0	Unknown	Yes	00013-contigs	UBA11346
D3_2484_length_5282_cov_381.411211_g809_i1||	5282	6	0	0	No	RNA	0	Unknown	Yes	None	None
D2_2411795||	5281	13	2	0	No	dsDNAphage	0	Myoviridae	Yes	00020-contigs	Cyanobacteriia
D3_49291||	5281	7	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_8009606||	5280	2	1	0	No	dsDNAphage	1	Unknown	No	00048-contigs	Cyanobacteriia
D3_8845568||	5280	7	2	0	No	ssDNA	0	Unknown	Yes	00027-contigs	Bacteroidia
D4_4869418||	5280	10	2	1	Yes	dsDNAphage	2	Unknown	Yes	00014-contigs	Alphaproteobacteria
D1_1612080||	5278	6	0	0	No	ssDNA	0	Unknown	Yes	None	None
D2_6645335||	5278	6	0	0	No	dsDNAphage	1	Unknown	Yes	00021-contigs	Bacteroidia
D3_2733026||	5275	1	0	0	No	dsDNAphage	1	Unknown	No	00065-contigs	Gammaproteobacteria
D4_255441||	5273	9	2	0	No	dsDNAphage	2	Siphoviridae	Yes	00039-contigs	Alphaproteobacteria
D1_1631643||	5272	10	4	0	No	dsDNAphage	1	Unknown	Yes	00014-contigs	Cyanobacteriia
D2_7952645||	5272	4	3	0	No	dsDNAphage	2	Unknown	Yes	None	None
D4_5191252||	5272	4	2	0	No	dsDNAphage	1	Myoviridae	Yes	None	None
D4_1522297||	5269	8	2	0	No	dsDNAphage	2	Unknown	Yes	None	None
D2_7845440||	5268	8	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_4052715||	5268	11	2	3	Yes	dsDNAphage	2	Myoviridae	No	00050-contigs	Cyanobacteriia
D4_5192142||	5267	6	0	0	No	ssDNA	0	Siphoviridae	Yes	None	None
D2_1172194||	5266	7	3	0	No	dsDNAphage	3	Unknown	Yes	None	None
D3_1906565||	5266	4	1	0	No	dsDNAphage	2	Unknown	Yes	None	None
D3_496244||	5266	4	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_2150635||	5265	6	2	0	No	dsDNAphage	2	Unknown	Yes	00047-contigs	Gammaproteobacteria
D1_5743484||	5264	4	2	0	No	dsDNAphage	2	Siphoviridae	Yes	None	None
D4_3225752||	5264	5	4	0	No	dsDNAphage	3	Podoviridae	Yes	None	None
D4_943242||	5263	8	0	0	No	dsDNAphage	0	Unknown	Yes	00012-contigs	UBA11346
D1_3547212||	5262	6	3	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_2778833||	5262	9	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_3001609||	5262	6	4	0	No	dsDNAphage	0	Siphoviridae	Yes	00018-contigs	Alphaproteobacteria
D2_5308568||	5260	9	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_3296900||	5259	3	0	2	No	ssDNA	0	Unknown	No	00054-contigs	Bacteroidia
D4_5236947||	5259	11	0	0	No	ssDNA	0	Siphoviridae	Yes	00002-contigs	Bacteroidia
D3_3531065||	5258	5	4	0	No	dsDNAphage	3	Unknown	Yes	None	None
D1_2378286||	5256	11	1	0	No	dsDNAphage	1	Unknown	Yes	00006-contigs	Verrucomicrobiae
D4_2001217||	5254	10	1	0	No	ssDNA	0	Unknown	Yes	None	None
